sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags
S000141,2022Q4,PLTR,2022-11-07,$1B-$2B,mixed,1,-1,2,-1,2022-11-08,7.080000,4.3785,1.1299,0.5650,-8.1921,17.3729,0001321655-22-000029,a2022q3ex991pressrelease.htm,earnings_exhibit,22974,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PLTR_000132165522000029_a2022q3ex991pressrelease.htm.txt,18,
S000142,2022Q4,PODD,2022-11-03,$500M-$1B,weak,-2,-1,-1,1,2022-11-04,306.380005,-5.3202,-4.1386,-1.2893,-6.5278,-4.3834,0001145197-22-000059,podd2022-09x30ex991.htm,earnings_exhibit,19250,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PODD_000114519722000059_podd2022-09x30ex991.htm.txt,18,
S000143,2022Q4,POWL,2022-12-05,$100M-$500M,weak,-1,-1,-1,1,2022-12-06,10.666667,16.2187,9.0625,9.9062,41.7187,37.9375,0000080420-22-000034,ex991-q422earningsrelease.htm,earnings_exhibit,10576,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/POWL_000008042022000034_ex991-q422earningsrelease.htm.txt,18,
S000144,2022Q4,PTCT,2022-10-27,$100M-$500M,weak,-3,-1,-1,0,2022-10-28,40.480000,-14.3281,-3.6314,0.0000,-12.8211,13.6117,0001070081-22-000038,tmb-20221027xex99d1.htm,earnings_exhibit,19934,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTCT_000107008122000038_tmb-20221027xex99d1.htm.txt,18,
S000145,2022Q4,PTEN,2022-10-26,$500M-$1B,mixed,2,-1,1,1,2022-10-27,17.049999,11.9062,9.4428,0.2933,-0.7038,1.2903,0000950170-22-020210,pten-ex99_1.htm,earnings_exhibit,23081,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTEN_000095017022020210_pten-ex99_1.htm.txt,18,
S000146,2022Q4,PTON,2022-11-03,$500M-$1B,weak,-3,-1,-1,0,2022-11-04,9.290000,17.7610,8.2885,39.0743,-12.5942,82.7772,0001639825-22-000132,q12023shareholderletter.htm,earnings_exhibit,43979,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTON_000163982522000132_q12023shareholderletter.htm.txt,18,
S000147,2022Q4,QTWO,2022-11-07,$100M-$500M,weak,-2,-1,-1,1,2022-11-08,21.129999,22.4799,19.6877,23.8050,41.7889,57.2172,0001410384-22-000069,a220930ex9918k.htm,earnings_exhibit,28669,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/QTWO_000141038422000069_a220930ex9918k.htm.txt,18,
S000148,2022Q4,RARE,2022-11-02,$100M-$500M,weak,-4,-1,-1,-1,2022-11-03,40.689999,-13.3694,-14.9914,-2.1135,11.8702,11.1821,0000950170-22-021238,rare-ex99_1.htm,earnings_exhibit,19993,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RARE_000095017022021238_rare-ex99_1.htm.txt,18,
S000149,2022Q4,RBBN,2022-10-26,$100M-$500M,mixed,2,-1,1,1,2022-10-27,2.580000,6.9767,2.7132,-1.5504,1.5504,34.1085,0001104659-22-111537,tm2228948d1_ex99-1.htm,earnings_exhibit,33036,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RBBN_000110465922111537_tm2228948d1_ex99-1.htm.txt,18,
S000150,2022Q4,RBLX,2022-10-17,$500M-$1B,mixed,2,-1,2,-1,2022-10-18,43.029999,6.3909,-7.4599,-24.4016,-36.8115,-13.7346,0001315098-22-000148,rblx-20221017xexhibit991.htm,earnings_exhibit,4716,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RBLX_000131509822000148_rblx-20221017xexhibit991.htm.txt,17,
S000151,2022Q4,RCL,2022-11-03,$500M-$1B,weak,-4,-1,-1,-1,2022-11-04,55.990002,3.7149,6.5905,6.1261,-13.0023,23.8435,0000884887-22-000035,a2022q3earningsrelease8-k.htm,earnings_exhibit,46415,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RCL_000088488722000035_a2022q3earningsrelease8-k.htm.txt,18,
S000152,2022Q4,RDNW,2022-11-09,$100M-$500M,weak,-4,-1,-1,-1,2022-11-10,10.610000,-29.5947,-28.0867,-32.6107,-24.3167,-16.0226,0001596961-22-000027,rmbl-991earningrelease9302.htm,earnings_exhibit,29897,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RDNW_000159696122000027_rmbl-991earningrelease9302.htm.txt,18,
S000153,2022Q4,REAL,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,1.250000,16.0000,20.0000,13.6000,-6.4000,50.4000,0001573221-22-000114,real-20221108xex991pressre.htm,earnings_exhibit,24319,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/REAL_000157322122000114_real-20221108xex991pressre.htm.txt,18,
S000154,2022Q4,RELL,2022-10-05,$100M-$500M,mixed,1,-1,1,1,2022-10-06,16.879999,15.1066,40.6398,37.5000,50.2370,22.2156,0001564590-22-033601,rell-ex991_38.htm,earnings_exhibit,14282,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RELL_000156459022033601_rell-ex991_38.htm.txt,18,
S000155,2022Q4,RHP,2022-11-01,$500M-$1B,weak,-2,-1,1,-1,2022-11-02,87.540001,0.5940,4.5236,2.8558,-8.8303,6.1115,0001104659-22-113124,tm2229321d1_ex99-1.htm,earnings_exhibit,50820,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RHP_000110465922113124_tm2229321d1_ex99-1.htm.txt,18,
S000156,2022Q4,RLJ,2022-11-02,$100M-$500M,weak,-2,-1,-1,1,2022-11-03,11.630000,1.2898,1.3758,-0.6879,-10.1462,8.3405,0001511337-22-000031,rljq32022exhibit991.htm,earnings_exhibit,31241,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RLJ_000151133722000031_rljq32022exhibit991.htm.txt,18,
S000157,2022Q4,RPD,2022-11-02,$100M-$500M,weak,-1,-1,2,-1,2022-11-03,31.860001,-8.0352,-11.8958,-4.3628,9.7301,64.2185,0001560327-22-000095,rapid72022q3ex991.htm,earnings_exhibit,30516,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RPD_000156032722000095_rapid72022q3ex991.htm.txt,18,
S000158,2022Q4,RSI,2022-11-02,$100M-$500M,weak,-3,-1,-1,-1,2022-11-03,3.850000,4.4156,-9.8701,-5.4545,-4.6753,18.1818,0001793659-22-000082,rsi-20223009exhibit991.htm,earnings_exhibit,20979,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RSI_000179365922000082_rsi-20223009exhibit991.htm.txt,18,
S000159,2022Q4,RUN,2022-11-02,$1B-$2B,weak,-4,-1,-1,-1,2022-11-03,22.920000,29.4503,37.4782,35.5585,2.0506,19.3281,0001469367-22-000158,exhibit991q322.htm,earnings_exhibit,47465,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RUN_000146936722000158_exhibit991q322.htm.txt,18,
S000160,2022Q4,SBRA,2022-11-07,$100M-$500M,mixed,2,-1,2,-1,2022-11-08,13.460000,-12.0357,-8.0981,-4.9034,-3.7147,0.2972,0001492298-22-000031,sbraex9922022q3.htm,earnings_exhibit,68975,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SBRA_000149229822000031_sbraex9922022q3.htm.txt,18,
S000161,2022Q4,SFIX,2022-12-06,$1B-$2B,mixed,2,-1,1,1,2022-12-07,3.570000,-13.7255,-22.4090,1.9608,32.4930,39.2157,0001576942-22-000094,exhibit991-q123.htm,earnings_exhibit,17271,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SFIX_000157694222000094_exhibit991-q123.htm.txt,18,
S000162,2022Q4,SG,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,15.510000,-18.4397,-12.3791,-31.9149,-45.6480,-29.8517,0001628280-22-028916,q322sweetgreenearningsrele.htm,earnings_exhibit,33057,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SG_000162828022028916_q322sweetgreenearningsrele.htm.txt,18,
